,count,close,volumeto,log_ret,returns,compound,comp_score
2021-01-01,3.0,0.1756,1350045.35,-0.0022753138371354176,-0.002272727272727204,0.4378,1.0
2021-01-02,1.0,0.2931,23763412.87,0.5123051665158305,0.6691343963553531,0.802,1.0
2021-01-03,29.0,0.3637,97862428.59,0.21581550427609653,0.2408734220402593,0.05681724137931036,0.4482758620689655
2021-01-04,37.0,0.4818,222310323.33,0.2811997381878276,0.324718174319494,0.1304054054054054,0.5135135135135135
2021-01-05,63.0,0.4055,104100744.6,-0.17240821662530337,-0.15836446658364467,0.38765873015873015,0.746031746031746
2021-01-06,23.0,0.3702,41826812.35,-0.09107747341607064,-0.0870530209617757,0.22650434782608694,0.4782608695652174
2021-01-07,25.0,0.3504,21686954.95,-0.05496804107716058,-0.05348460291734192,0.23230399999999998,0.44
2021-01-08,15.0,0.3865,42415916.35,0.09805650896524021,0.10302511415525117,0.36062666666666665,0.7333333333333333
2021-01-09,9.0,0.3518,17682646.94,-0.09406903572401892,-0.08978007761966367,0.28702222222222223,0.7777777777777778
2021-01-10,10.0,0.3138,20211668.65,-0.11430699200452543,-0.10801591813530409,0.39762,0.6
2021-01-11,14.0,0.3234,14114696.12,0.030134106844074138,0.030592734225621365,0.28641428571428573,0.8571428571428571
2021-01-12,13.0,0.4181,17633005.59,0.25683069121951296,0.29282622139765,0.24383076923076924,0.6923076923076923
2021-01-13,11.0,0.4049,30417765.03,-0.032080515324404035,-0.03157139440325296,0.051100000000000007,0.2727272727272727
2021-01-14,9.0,0.3867,15343438.02,-0.045990924424863966,-0.04494937021486789,0.11175555555555554,0.3333333333333333
2021-01-15,13.0,0.3881,11235706.44,0.0036138397616092277,0.003620377553659182,0.23596923076923076,0.5384615384615384
2021-01-16,8.0,0.4229,16592994.36,0.08587270610358233,0.08966761144035051,0.374,0.75
2021-01-17,13.0,0.4136,12274773.19,-0.02223642128422354,-0.021991014424213695,0.16293846153846153,0.38461538461538464
2021-01-18,18.0,0.4667,43621229.83,0.12078732976155049,0.12838491295938104,0.37483333333333335,0.7777777777777778
2021-01-19,17.0,0.4562,23376886.99,-0.022755343105482218,-0.02249839297193057,0.3459764705882353,1.0
2021-01-20,9.0,0.3679,13487499.92,-0.215120147739559,-0.19355545813239805,0.03517777777777779,0.1111111111111111
2021-01-21,4.0,0.399,12662912.32,0.08115025477913484,0.0845338407175864,0.337875,1.0
2021-01-22,13.0,0.4056,8818396.69,0.01640603538710994,0.016541353383458635,0.2987384615384615,0.6923076923076923
2021-01-23,10.0,0.4202,8076922.7,0.035363336133926615,0.035996055226824364,0.5827600000000001,1.0
2021-01-24,0.0,0.4186,15506917.13,-0.0038149783990006902,-0.0038077106139933203,0.0,0.0
2021-01-25,0.0,0.4355,8798178.78,0.039578986280658146,0.04037267080745344,0.0,0.0
2021-01-26,0.0,0.3981,12112542.89,-0.08979156628628604,-0.08587830080367387,0.0,0.0
2021-01-27,7.0,0.4493,12576376.14,0.12098758606984272,0.12861090178347134,0.5837857142857142,0.7142857142857143
2021-01-28,16.0,0.446,13721997.22,-0.00737186405605017,-0.007344758513242788,0.09865625,0.5
2021-01-29,11.0,0.5016,17308716.96,0.11748403729864698,0.12466367713004489,0.36028181818181815,1.0
2021-01-30,37.0,0.4943,24668009.87,-0.014660369005797369,-0.014553429027113318,0.2298918918918919,0.6216216216216216
2021-01-31,31.0,0.536,15810679.24,0.08099154075788839,0.08436172364960548,0.42791612903225806,0.6774193548387096
2021-02-01,33.0,0.5384,11021676.58,0.004467617259716006,0.004477611940298498,0.2450787878787879,0.6363636363636364
2021-02-02,29.0,0.5665,11546789.34,0.05087530213754299,0.05219167904903421,0.4730241379310345,0.7931034482758621
2021-02-03,12.0,0.5399,14486134.04,-0.048093143243819636,-0.04695498676081189,0.2270916666666667,0.5
2021-02-04,0.0,0.7353,68285291.78,0.30889464197793515,0.36191887386553034,0.0,0.0
2021-02-05,0.0,0.6563,23511884.96,-0.11366057772249949,-0.10743914048687608,0.0,0.0
2021-02-06,0.0,0.6315,14057815.47,-0.03852005968913136,-0.03778759713545643,0.0,0.0
2021-02-07,0.0,0.6661,15342433.27,0.05334186762858811,0.05479018210609676,0.0,0.0
2021-02-08,15.0,0.6957,12372979.71,0.043478723510461836,0.044437772106290296,0.3880933333333333,0.7333333333333333
2021-02-09,10.0,0.6922,19473934.87,-0.005043601728351721,-0.005030904125341351,0.30206,1.0
2021-02-10,25.0,0.7516,23164859.81,0.08232933633806638,0.08581334874313784,0.41428800000000005,0.84
2021-02-11,13.0,0.8209,40229033.35,0.08819703181491012,0.09220329962746132,0.45320000000000005,0.6923076923076923
2021-02-12,27.0,0.831,27422015.82,0.012228495501227704,0.012303569253258706,0.3053777777777778,0.7037037037037037
2021-02-13,27.0,0.7735,14707108.98,-0.07170412484232738,-0.06919374247894106,0.2871296296296296,0.7037037037037037
2021-02-14,7.0,0.7183,19318483.94,-0.07403836093236477,-0.07136393018745946,0.19435714285714287,0.7142857142857143
2021-02-15,39.0,0.6969,13457910.74,-0.030245380636282904,-0.02979256578031475,0.19372564102564102,0.48717948717948717
2021-02-16,8.0,0.76,16695911.16,0.08667650483590367,0.09054383699239499,0.07048750000000002,0.5
2021-02-17,8.0,0.7617,18719397.34,0.002234344098365759,0.0022368421052632037,0.23175,0.75
2021-02-18,12.0,0.7395,16827823.79,-0.02957849522788797,-0.029145332808192204,0.3422,0.6666666666666666
2021-02-19,35.0,0.7104,17995924.65,-0.04014609047289419,-0.03935091277890468,0.25291714285714284,0.6
2021-02-20,18.0,0.7725,26768845.58,0.08380381709394014,0.08741554054054035,0.3486333333333333,0.7777777777777778
2021-02-21,10.0,0.6819,28646273.24,-0.12474898924529332,-0.11728155339805824,0.07458000000000001,0.6
2021-02-22,15.0,0.57,30961079.61,-0.17924665869801143,-0.16410030796304442,0.37317999999999996,0.6
2021-02-23,9.0,0.5854,13630224.98,0.02665901342918975,0.027017543859649162,0.19377777777777777,0.7777777777777778
2021-02-24,29.0,0.5346,7181020.26,-0.09077657055296695,-0.08677827126750948,0.46634482758620693,0.8620689655172413
2021-02-25,35.0,0.5111,8006340.29,-0.04495353793058465,-0.043958099513655036,0.49677714285714286,0.7142857142857143
2021-02-26,12.0,0.5398,7276036.26,0.05463343480967031,0.05615339463901381,0.35379166666666667,0.8333333333333334
2021-02-27,0.0,0.5194,9219975.84,-0.038524401355256144,-0.037791774731381955,0.0,0.0
2021-02-28,0.0,0.5962,9157980.16,0.13790188201532294,0.14786291875240654,0.0,0.0
2021-03-01,0.0,0.5686,10547162.66,-0.0473989820270716,-0.0462931902046293,0.0,0.0
2021-03-02,3.0,0.5761,7607261.86,0.01310405752143795,0.01319029194512833,0.8418333333333333,1.0
2021-03-03,20.0,0.5434,7326912.88,-0.05843555974608994,-0.05676097899670185,0.23793999999999998,0.7
2021-03-04,8.0,0.5711,8907672.03,0.04971862867856991,0.05097534044902474,0.2995375,0.5
2021-03-05,0.0,0.5861,4866923.7,0.025926097811566184,0.026265102433899346,0.0,0.0
2021-03-06,0.0,0.5702,5126780.59,-0.027503247003811793,-0.02712847636922011,0.0,0.0
2021-03-07,3.0,0.5918,8533637.91,0.03718156348753754,0.037881445106979994,-0.11333333333333334,0.3333333333333333
2021-03-08,4.0,0.6195,11106948.73,0.04574396110308798,0.04680635349780338,0.39139999999999997,1.0
2021-03-09,4.0,0.5721,9437349.49,-0.07959889979471402,-0.07651331719128329,0.579,1.0
2021-03-10,8.0,0.5586,9796265.81,-0.023880147763406856,-0.023597273203985414,0.4632125,0.75
2021-03-11,19.0,0.5268,8458213.12,-0.05861268364195027,-0.05692803437164329,0.17722105263157895,0.47368421052631576
2021-03-12,10.0,0.5703,11523066.34,0.07934156829336714,0.08257403189066048,0.38703000000000004,1.0
2021-03-13,4.0,0.5416,5608875.12,-0.05163481656442803,-0.05032439067157646,0.328325,1.0
2021-03-14,4.0,0.5624,9863823.93,0.03768561889838995,0.03840472673559825,-0.12260000000000001,0.0
2021-03-15,12.0,0.5448,7425767.4,-0.03179458566115256,-0.031294452347084056,0.16143333333333335,0.6666666666666666
2021-03-16,11.0,0.6288,17331885.48,0.14339448627969426,0.1541850220264318,0.4294909090909091,0.8181818181818182
2021-03-17,4.0,0.5922,8599196.3,-0.05996882544750598,-0.05820610687022909,0.356575,1.0
2021-03-18,0.0,0.585,7373384.71,-0.012232568435634472,-0.012158054711246202,0.0,0.0
2021-03-19,0.0,0.5788,7192430.02,-0.010654852474527576,-0.010598290598290538,0.0,0.0
2021-03-20,0.0,0.5563,8840073.05,-0.039649277676081285,-0.03887353144436756,0.0,0.0
2021-03-21,0.0,0.5205,7948278.92,-0.06651782902622405,-0.06435376595362219,0.0,0.0
2021-03-22,0.0,0.5197,5637527.65,-0.0015381660406271758,-0.001536983669548353,0.0,0.0
2021-03-23,0.0,0.4685,6143216.64,-0.1037156203359193,-0.09851837598614588,0.0,0.0
2021-03-24,0.0,0.4484,8197595.89,-0.04385041048047211,-0.04290288153681965,0.0,0.0
2021-03-25,0.0,0.5017,6271063.21,0.11231664029220245,0.11886708296164139,0.0,0.0
2021-03-26,0.0,0.4859,6634535.56,-0.03199949007835001,-0.03149292405820214,0.0,0.0
2021-03-27,1.0,0.4909,8924792.72,0.010237599652149543,0.010290183165260425,0.1901,1.0
2021-03-28,8.0,0.5377,13261946.52,0.09106034275162544,0.09533509879812585,0.5498500000000001,1.0
2021-03-29,12.0,0.549,6542766.17,0.020797657693898408,0.021015436116794017,0.6090333333333334,0.8333333333333334
2021-03-30,1.0,0.5491,9212298.84,0.00018213277529632865,0.00018214936247717972,0.7939,1.0
2021-03-31,11.0,0.5357,7441620.8,-0.024706271397912483,-0.024403569477326692,0.5931,0.8181818181818182
2021-04-01,3.0,0.57,7774341.9,0.06206205794168118,0.06402837408997564,0.20183333333333334,0.3333333333333333
2021-04-02,11.0,0.527,9110333.16,-0.0784358122872334,-0.07543859649122797,0.2289,0.45454545454545453
2021-04-03,3.0,0.5711,6194599.91,0.08036377712945497,0.08368121442125243,0.5682666666666667,1.0
2021-04-04,4.0,0.5881,8687207.21,0.02933267579509291,0.029767116091752532,0.57165,1.0
2021-04-05,13.0,0.572,7785414.89,-0.02775801008611245,-0.02737629654820606,0.6555153846153845,1.0
2021-04-06,7.0,0.5215,9553863.4,-0.09242971693897073,-0.08828671328671323,0.23472857142857143,0.42857142857142855
2021-04-07,8.0,0.5679,7815482.41,0.08523607244255971,0.08897411313518688,0.35373750000000004,0.75
2021-04-08,11.0,0.5563,4113293.19,-0.020637629802139235,-0.02042613136115501,0.1698909090909091,0.6363636363636364
2021-04-09,10.0,0.5531,4765619.83,-0.005768900080615147,-0.005752291928815323,0.49141,0.8
2021-04-10,0.0,0.5721,5024497.39,0.03377498427385084,0.03435183511119155,0.0,0.0
2021-04-11,0.0,0.622,10617747.15,0.08362629146469625,0.08722251354658273,0.0,0.0
2021-04-12,0.0,0.6061,9618885.74,-0.025895103781940154,-0.025562700964630314,0.0,0.0
2021-04-13,0.0,0.6513,19243075.7,0.07192537659511655,0.07457515261507996,0.0,0.0
2021-04-14,2.0,0.6734,12320681.05,0.033369141174618255,0.03393213572854292,-0.2294,0.0
2021-04-15,5.0,0.641,14295714.35,-0.049310049806304046,-0.04811404811404807,0.62296,1.0
2021-04-16,4.0,0.7468,30975616.36,0.15276795474689753,0.1650546021840873,0.14049999999999999,0.5
2021-04-17,11.0,0.6338,27341951.89,-0.16406396441074717,-0.1513122656668452,0.05187272727272727,0.6363636363636364
2021-04-18,5.0,0.5619,10761571.34,-0.12040954913866797,-0.1134427264121175,0.5801000000000001,1.0
2021-04-19,8.0,0.5728,9968856.63,0.019212717528283352,0.019398469478554947,0.36905,0.75
2021-04-20,3.0,0.5478,9554594.04,-0.044626358817458134,-0.0436452513966481,0.07576666666666666,0.3333333333333333
2021-04-21,8.0,0.5031,9610140.93,-0.08512129933170487,-0.08159912376779843,0.1743125,1.0
2021-04-22,4.0,0.482,9202808.43,-0.0428448434466725,-0.041939972172530315,0.5467,1.0
2021-04-23,2.0,0.4372,4219944.05,-0.09755335774821683,-0.09294605809128631,0.30995,1.0
2021-04-24,11.0,0.4392,3264028.68,0.004564133892937305,0.0045745654162854255,0.4575090909090909,0.6363636363636364
2021-04-25,3.0,0.4956,7521583.67,0.12081425955966663,0.12841530054644812,0.14923333333333336,-0.3333333333333333
2021-04-26,5.0,0.5426,6612270.22,0.09060325046984397,0.09483454398708635,0.42568,0.6
2021-04-27,4.0,0.5234,8565534.58,-0.036026410128785935,-0.03538518245484701,0.442875,1.0
2021-04-28,2.0,0.5316,6872740.27,0.015545336743044702,0.015666794038975862,0.0,1.0
2021-04-29,3.0,0.5615,8007101.93,0.05472044733940773,0.05624529721595195,0.12983333333333333,1.0
2021-04-30,4.0,0.5815,7488369.5,0.034999197780221314,0.0356188780053428,0.00014999999999998348,0.5
2021-05-01,4.0,0.5772,7781786.46,-0.007422145059003293,-0.007394668959587181,0.419725,1.0
2021-05-02,7.0,0.5815,9393710.49,0.007422145059003293,0.007449757449757399,0.34611428571428565,0.42857142857142855
2021-05-03,2.0,0.5111,12873881.35,-0.1290457061844853,-0.1210662080825452,0.7104,1.0
2021-05-04,4.0,0.574,15566610.21,0.11606413054533249,0.12306789278027774,0.390475,1.0
2021-05-05,6.0,0.5782,17674688.91,0.007290433262679419,0.007317073170731936,0.5168166666666667,1.0
2021-05-06,2.0,0.5825,16981926.75,0.007409355857609823,0.007436873054306403,0.3691,1.0
2021-05-07,3.0,0.5777,7032485.5,-0.00827448265263575,-0.008240343347639567,-0.15833333333333333,-0.3333333333333333
2021-05-08,4.0,0.5723,8300725.1,-0.009391373372163225,-0.009347412151635703,-0.025974999999999995,0.0
2021-05-09,7.0,0.5107,11080613.42,-0.11388099576145838,-0.10763585532063602,0.3855571428571429,0.7142857142857143
2021-05-10,12.0,0.658,52241525.29,0.253422597671719,0.28842764832582723,0.31834999999999997,0.6666666666666666
2021-05-11,24.0,0.6163,154006243.13,-0.06547107335711982,-0.0633738601823709,0.2942,0.75
2021-05-12,30.0,0.6113,41621328.07,-0.008146020933517795,-0.008112932013629726,0.27403,0.6666666666666666
2021-05-13,4.0,0.612,29382310.58,0.0011444454776464164,0.0011451006052676238,0.190775,1.0
2021-05-14,5.0,0.556,26794741.83,-0.09596398826174363,-0.0915032679738561,0.44209999999999994,1.0
2021-05-15,4.0,0.5693,20545088.92,0.023639241706453817,0.02392086330935239,0.313875,0.5
2021-05-16,5.0,0.5102,19038424.35,-0.10960473024932527,-0.10381169857720018,0.47706,1.0
2021-05-17,3.0,0.5289,16912890.84,0.03599657236422338,0.036652293218345955,0.269,1.0
2021-05-18,8.0,0.3434,24961056.4,-0.4319034296085592,-0.3507279258839101,0.4138625,0.75
2021-05-19,1.0,0.4069,11705062.32,0.1696715065442691,0.18491555037856733,-0.1531,-1.0
2021-05-20,3.0,0.3487,8671485.5,-0.1543555013260387,-0.14303268616367648,0.38999999999999996,1.0
2021-05-21,2.0,0.3149,6245806.02,-0.1019568255746266,-0.09693145970748496,-0.18465,-1.0
2021-05-22,1.0,0.2738,7963413.59,-0.1398572152526305,-0.13051762464274386,0.0,1.0
2021-05-23,3.0,0.3391,13287742.85,0.2138971362772446,0.23849525200876553,0.4277,1.0
2021-05-24,1.0,0.3921,20886047.96,0.14522186016669292,0.1562960778531406,-0.4019,-1.0
2021-05-25,22.0,0.4232,29076611.23,0.0763279712458037,0.07931650089262954,0.27975,0.7272727272727273
2021-05-26,11.0,0.4048,11517655.01,-0.04445176257083383,-0.0434782608695653,0.30319999999999997,0.6363636363636364
2021-05-27,3.0,0.3518,26906235.65,-0.1403302856697981,-0.13092885375494068,0.3310666666666667,1.0
2021-05-28,1.0,0.3221,10181149.8,-0.0882007759663046,-0.08442296759522461,0.2609,1.0
2021-05-29,0.0,0.3356,5862723.03,0.04105791825589811,0.04191244954982931,0.0,0.0
2021-05-30,1.0,0.3689,10750825.48,0.09460563000957878,0.09922526817640054,0.34,1.0
2021-05-31,3.0,0.3743,12061584.2,0.014532010307753307,0.014638113309840106,0.2633,0.3333333333333333
2021-06-01,3.0,0.3814,9869550.74,0.0187910782559354,0.018968741651081977,0.7313666666666666,1.0
2021-06-02,0.0,0.3917,9188073.32,0.02664754750546694,0.027005768222338578,0.0,0.0
2021-06-03,5.0,0.3613,9732416.55,-0.08078760251819106,-0.07761041613479702,0.42826000000000003,1.0
2021-06-04,5.0,0.3461,7464017.55,-0.042980887512295896,-0.04207030168834758,0.71116,0.6
2021-06-05,5.0,0.3556,3868876.8,0.02707875299845086,0.027448714244437955,0.27502,1.0
