date,open,close,volumeto
2020-01-22 16:00,0.02549,0.02412,19490.54
2020-01-23 16:00,0.02412,0.02406,28816.37
2020-01-24 16:00,0.02406,0.02474,25429.81
2020-01-25 16:00,0.02474,0.02571,24898.13
2020-01-26 16:00,0.02571,0.02514,37951.86
2020-01-27 16:00,0.02514,0.02776,40148.55
2020-01-28 16:00,0.02776,0.02759,19993.58
2020-01-29 16:00,0.02759,0.0288,44080.14
2020-01-30 16:00,0.0288,0.02871,39568.92
2020-01-31 16:00,0.02871,0.02902,27056.65
2020-02-01 16:00,0.02902,0.02967,71742.37
2020-02-02 16:00,0.02967,0.02979,35968.35
2020-02-03 16:00,0.02979,0.03158,81811.25
2020-02-04 16:00,0.03158,0.03241,88183.58
2020-02-05 16:00,0.02913,0.0345,1089.09
2020-02-06 16:00,0.03444,0.03726,83624.34
2020-02-07 16:00,0.03859,0.038,1926.2
2020-02-08 16:00,0.03629,0.0384,65242.15
2020-02-09 16:00,0.0384,0.03849,93247.43
2020-02-10 16:00,0.03849,0.03995,56664.08
2020-02-11 16:00,0.03995,0.04327,116783.65
2020-02-12 16:00,0.04327,0.0423,97362.21
2020-02-13 16:00,0.0423,0.0435,81938.4
2020-02-14 16:00,0.03496,0.044,775.98
2020-02-15 16:00,0.04412,0.03847,205059.99
2020-02-16 16:00,0.03922,0.0349,485.85
2020-02-17 16:00,0.03691,0.04125,90448.32
2020-02-18 16:00,0.04125,0.0386,79486.66
2020-02-19 16:00,0.0386,0.03796,228052.3
2020-02-20 16:00,0.03796,0.04619,299316.02
2020-02-21 16:00,0.04619,0.04486,250375.23
2020-02-22 16:00,0.04486,0.04862,140551.62
2020-02-23 16:00,0.04862,0.04464,142547.77
2020-02-24 16:00,0.04464,0.04051,136825.04
2020-02-25 16:00,0.04051,0.03539,96022.63
2020-02-26 16:00,0.0349,0.037,1854.8
2020-02-27 16:00,0.03798,0.0429,202883.05
2020-02-28 16:00,0.0429,0.04021,123181.02
2020-02-29 16:00,0.04021,0.03706,143500.51
2020-03-01 16:00,0.03706,0.0408,84799.96
2020-03-02 16:00,0.0408,0.04044,100702.3
2020-03-03 16:00,0.04044,0.04087,93564.92
2020-03-04 16:00,0.04927,0.045,885.13
2020-03-05 16:00,0.04462,0.04891,224579.21
2020-03-06 16:00,0.04891,0.0466,314936.64
2020-03-07 16:00,0.0466,0.04006,141827.56
2020-03-08 17:00,0.0408,0.04,1732.74
2020-03-09 17:00,0.04263,0.04624,628918.12
2020-03-10 17:00,0.04624,0.04456,262177.48
2020-03-11 17:00,0.04456,0.02431,184053.76
2020-03-12 17:00,0.02431,0.03062,164874.0
2020-03-13 17:00,0.03062,0.02926,111263.21
2020-03-14 17:00,0.02926,0.02915,49344.06
2020-03-15 17:00,0.02915,0.02509,91490.04
2020-03-16 17:00,0.02509,0.02675,103441.09
2020-03-17 17:00,0.02675,0.02753,144174.27
2020-03-18 17:00,0.02753,0.02999,228557.69
2020-03-19 17:00,0.02999,0.02864,177203.11
2020-03-20 17:00,0.02864,0.02852,108106.64
2020-03-21 17:00,0.02852,0.02683,95781.6
2020-03-22 17:00,0.02683,0.02818,138153.14
2020-03-23 17:00,0.02818,0.02816,109909.98
2020-03-24 17:00,0.02816,0.02739,105437.7
2020-03-25 17:00,0.02739,0.02806,85340.54
2020-03-26 17:00,0.02806,0.02632,192560.68
2020-03-27 17:00,0.02632,0.0271,91117.59
2020-03-28 17:00,0.0271,0.02503,89929.67
2020-03-29 17:00,0.02503,0.0267,68678.69
2020-03-30 17:00,0.027,0.0265,142.81
2020-03-31 17:00,0.02637,0.02707,69080.75
2020-04-01 17:00,0.02707,0.02716,92143.63
2020-04-02 17:00,0.02716,0.02789,104531.82
2020-04-03 17:00,0.02789,0.0282,71440.09
2020-04-04 17:00,0.0282,0.028,92373.45
2020-04-05 17:00,0.028,0.03021,144402.41
2020-04-06 17:00,0.03021,0.02914,119950.94
2020-04-07 17:00,0.02914,0.03017,76543.82
2020-04-08 17:00,0.03017,0.03025,61343.32
2020-04-09 17:00,0.03025,0.02799,74947.42
2020-04-10 17:00,0.02799,0.0281,74847.92
2020-04-11 17:00,0.0281,0.02778,70333.57
2020-04-12 17:00,0.02778,0.0273,71901.66
2020-04-13 17:00,0.0273,0.0273,77389.37
2020-04-14 17:00,0.0273,0.02629,50437.73
2020-04-15 17:00,0.02629,0.02796,78091.18
2020-04-16 17:00,0.02796,0.03308,545490.97
2020-04-17 17:00,0.03308,0.03326,868157.48
2020-04-18 17:00,0.03326,0.03178,166213.75
2020-04-19 17:00,0.03178,0.02934,185799.96
2020-04-20 17:00,0.02934,0.02926,148292.03
2020-04-21 17:00,0.02926,0.03055,113659.09
2020-04-22 17:00,0.03055,0.03064,106293.2
2020-04-23 17:00,0.03064,0.03041,155361.39
2020-04-24 17:00,0.03041,0.03091,181636.46
2020-04-25 17:00,0.03091,0.032,93653.97
2020-04-26 17:00,0.032,0.03227,117086.78
2020-04-27 17:00,0.03227,0.03209,117120.66
2020-04-28 17:00,0.03209,0.03391,84935.59
2020-04-29 17:00,0.03391,0.03335,143632.78
2020-04-30 17:00,0.03335,0.0354,231461.75
2020-05-01 17:00,0.0354,0.03557,122573.06
2020-05-02 17:00,0.03557,0.03451,57921.18
2020-05-03 17:00,0.03451,0.03456,71817.63
2020-05-04 17:00,0.03456,0.03411,113885.67
2020-05-05 17:00,0.03411,0.03365,867029.36
2020-05-06 17:00,0.03365,0.03315,242532.76
2020-05-07 17:00,0.03315,0.03471,214068.35
2020-05-08 17:00,0.03471,0.03488,179366.3
2020-05-09 17:00,0.03488,0.03097,85587.07
2020-05-10 17:00,0.03097,0.03123,192021.81
2020-05-11 17:00,0.03123,0.03266,191187.37
2020-05-12 17:00,0.03266,0.03481,216505.27
2020-05-13 17:00,0.03481,0.03721,780012.93
2020-05-14 17:00,0.03721,0.03659,348434.61
2020-05-15 17:00,0.03659,0.0375,179630.7
2020-05-16 17:00,0.0375,0.03767,156286.19
2020-05-17 17:00,0.03767,0.04252,458219.59
2020-05-18 17:00,0.04252,0.04035,467936.29
2020-05-19 17:00,0.04035,0.03966,299008.56
2020-05-20 17:00,0.03966,0.03912,363523.25
2020-05-21 17:00,0.03912,0.04231,493762.59
2020-05-22 17:00,0.04231,0.04091,316370.8
2020-05-23 17:00,0.04091,0.04095,414050.68
2020-05-24 17:00,0.03328,0.03328,209.81
2020-05-25 17:00,0.04286,0.04358,746160.86
2020-05-26 17:00,0.04358,0.04396,502096.94
2020-05-27 17:00,0.04396,0.0445,440771.01
2020-05-28 17:00,0.0445,0.04632,593157.63
2020-05-29 17:00,0.04632,0.0502,874934.52
2020-05-30 17:00,0.0502,0.0482,513816.31
2020-05-31 17:00,0.04628,0.0545,805.78
2020-06-01 17:00,0.05587,0.05803,1474828.51
2020-06-02 17:00,0.05803,0.06496,815455.64
2020-06-03 17:00,0.06496,0.0732,726701.4
2020-06-04 17:00,0.0732,0.06492,484971.83
2020-06-05 17:00,0.06492,0.07197,436691.41
2020-06-06 17:00,0.07197,0.08845,3408802.36
2020-06-07 17:00,0.08845,0.08321,1027233.11
2020-06-08 17:00,0.08321,0.09006,1021552.35
2020-06-09 17:00,0.09006,0.1087,3163809.75
2020-06-10 17:00,0.1087,0.08568,1814127.68
2020-06-11 17:00,0.08568,0.1036,1518465.51
2020-06-12 17:00,0.1036,0.1018,1101381.22
2020-06-13 17:00,0.103,0.1,4956.44
2020-06-14 17:00,0.09322,0.09202,911545.63
2020-06-15 17:00,0.09202,0.09176,573456.76
2020-06-16 17:00,0.09176,0.08953,468372.7
2020-06-17 17:00,0.09,0.09859,1517.62
2020-06-18 17:00,0.09113,0.09313,671981.33
2020-06-19 17:00,0.09313,0.09023,608594.93
2020-06-20 17:00,0.09023,0.09045,679055.27
2020-06-21 17:00,0.09045,0.08761,1161614.05
2020-06-22 17:00,0.08761,0.08443,610139.85
2020-06-23 17:00,0.08443,0.07975,403597.03
2020-06-24 17:00,0.07975,0.07607,370466.53
2020-06-25 17:00,0.07607,0.08637,894263.78
2020-06-26 17:00,0.08637,0.07468,457741.4
2020-06-27 17:00,0.07468,0.07542,395073.61
2020-06-28 17:00,0.07542,0.07453,365915.63
2020-06-29 17:00,0.07453,0.07464,533775.43
2020-06-30 17:00,0.07464,0.07934,563557.99
2020-07-01 17:00,0.07934,0.08337,520792.4
2020-07-02 17:00,0.08337,0.09139,616817.64
2020-07-03 17:00,0.089,0.111,1075.96
2020-07-04 17:00,0.1041,0.1015,1276115.34
2020-07-05 17:00,0.1015,0.1013,1065403.55
2020-07-06 17:00,0.1013,0.09713,521928.07
2020-07-07 17:00,0.09713,0.101,980492.93
2020-07-08 17:00,0.101,0.09272,546746.5
2020-07-09 17:00,0.09272,0.09747,442057.0
2020-07-10 17:00,0.09747,0.1047,1073219.53
2020-07-11 17:00,0.1047,0.1035,854480.55
2020-07-12 17:00,0.1035,0.1256,3635044.9
2020-07-13 17:00,0.1256,0.127,1449834.36
2020-07-14 17:00,0.1228,0.1237,2782.27
2020-07-15 17:00,0.1238,0.1198,903445.76
2020-07-16 17:00,0.1198,0.1305,823935.38
2020-07-17 17:00,0.1305,0.1349,768369.84
2020-07-18 17:00,0.1349,0.1335,669303.43
2020-07-19 17:00,0.1335,0.1246,680557.14
2020-07-20 17:00,0.1246,0.1232,913644.28
2020-07-21 17:00,0.1232,0.124,820713.13
2020-07-22 17:00,0.124,0.1249,697579.65
2020-07-23 17:00,0.1249,0.1183,809633.45
2020-07-24 17:00,0.1183,0.1162,549334.84
2020-07-25 17:00,0.1162,0.1094,802763.8
2020-07-26 17:00,0.1094,0.1034,1351442.19
2020-07-27 17:00,0.1034,0.115,1067803.95
2020-07-28 17:00,0.115,0.107,620907.78
2020-07-29 17:00,0.107,0.108,487651.49
2020-07-30 17:00,0.108,0.1025,562389.85
2020-07-31 17:00,0.1025,0.1067,467248.89
2020-08-01 17:00,0.1067,0.1254,1602960.93
2020-08-02 17:00,0.1254,0.1248,902919.59
2020-08-03 17:00,0.1248,0.1339,602093.85
2020-08-04 17:00,0.1339,0.1318,502948.3
2020-08-05 17:00,0.1318,0.1312,494814.46
2020-08-06 17:00,0.1312,0.1258,292628.94
2020-08-07 17:00,0.1258,0.1352,446924.26
2020-08-08 17:00,0.1352,0.1459,975297.35
2020-08-09 17:00,0.1459,0.1465,817765.89
2020-08-10 17:00,0.1465,0.1344,556132.95
2020-08-11 17:00,0.1344,0.1451,647854.07
2020-08-12 17:00,0.1451,0.1594,1345863.33
2020-08-13 17:00,0.1594,0.1898,1412790.39
2020-08-14 17:00,0.1898,0.1753,2563981.93
2020-08-15 17:00,0.1753,0.1886,886288.15
2020-08-16 17:00,0.1886,0.1794,914979.93
2020-08-17 17:00,0.1794,0.1747,589548.36
2020-08-18 17:00,0.1747,0.1607,418703.64
2020-08-19 17:00,0.1607,0.1933,1001539.09
2020-08-20 17:00,0.1933,0.173,2073831.74
2020-08-21 17:00,0.173,0.196,1017050.33
2020-08-22 17:00,0.196,0.1916,830525.34
2020-08-23 17:00,0.1916,0.1892,756248.44
2020-08-24 17:00,0.1892,0.1978,1906915.05
2020-08-25 17:00,0.191,0.1979,30597.33
2020-08-26 17:00,0.1949,0.1878,3098046.28
2020-08-27 17:00,0.1878,0.1942,2883951.52
2020-08-28 17:00,0.1942,0.2053,3828054.92
2020-08-29 17:00,0.2053,0.2367,5706616.6
2020-08-30 17:00,0.2351,0.2198,58745.86
2020-08-31 17:00,0.2198,0.2182,77949.19
2020-09-01 17:00,0.2254,0.2221,5935082.71
2020-09-02 17:00,0.2221,0.213,12330875.41
2020-09-03 17:00,0.213,0.2065,3392775.17
2020-09-04 17:00,0.2065,0.1722,3454634.53
2020-09-05 17:00,0.1722,0.1837,3948670.62
2020-09-06 17:00,0.1821,0.179,47328.48
2020-09-07 17:00,0.178,0.1755,1200316.78
2020-09-08 17:00,0.1755,0.2069,2525789.64
2020-09-09 17:00,0.2069,0.2547,8877556.91
2020-09-10 17:00,0.2547,0.2504,1866733.47
2020-09-11 17:00,0.2504,0.2568,594154.0
2020-09-12 17:00,0.2568,0.2549,238555.99
2020-09-13 17:00,0.2549,0.2599,1199365.04
2020-09-14 17:00,0.2626,0.254,1148441.56
2020-09-15 17:00,0.254,0.2438,1264669.22
2020-09-16 17:00,0.2438,0.2657,6895336.85
2020-09-17 17:00,0.2657,0.2621,8981900.95
2020-09-18 17:00,0.2621,0.255,1839574.95
2020-09-19 17:00,0.255,0.2413,1519889.48
2020-09-20 17:00,0.2413,0.2442,9099796.87
2020-09-21 17:00,0.2442,0.2395,2111159.21
2020-09-22 17:00,0.2395,0.2103,2059803.21
2020-09-23 17:00,0.2103,0.2258,1794555.19
2020-09-24 17:00,0.2258,0.2245,2154350.73
2020-09-25 17:00,0.2245,0.225,1026264.71
2020-09-26 17:00,0.225,0.2183,951125.34
2020-09-27 17:00,0.2183,0.2243,1411511.89
2020-09-28 17:00,0.2243,0.2213,586344.64
2020-09-29 17:00,0.2213,0.2157,536177.8
2020-09-30 17:00,0.2157,0.2149,1022033.93
2020-10-01 17:00,0.2149,0.1997,1571321.94
2020-10-02 17:00,0.1997,0.2013,616267.8
2020-10-03 17:00,0.2013,0.1995,594826.09
2020-10-04 17:00,0.1995,0.1933,850586.48
2020-10-05 17:00,0.1933,0.1734,1350864.16
2020-10-06 17:00,0.1734,0.1678,1548050.54
2020-10-07 17:00,0.1678,0.185,2941350.46
2020-10-08 17:00,0.185,0.1969,1621686.0
2020-10-09 17:00,0.1969,0.2091,1491982.97
2020-10-10 17:00,0.2091,0.1945,1614927.27
2020-10-11 17:00,0.1945,0.1984,1308267.66
2020-10-12 17:00,0.1984,0.1889,1116942.62
2020-10-13 17:00,0.1889,0.1803,1215356.78
2020-10-14 17:00,0.1803,0.1839,1178248.77
2020-10-15 17:00,0.1839,0.1693,1473390.32
2020-10-16 17:00,0.1693,0.1715,1840039.55
2020-10-17 17:00,0.1715,0.176,1297064.56
2020-10-18 17:00,0.176,0.1714,1858146.79
2020-10-19 17:00,0.1714,0.1584,1918385.44
2020-10-20 17:00,0.1584,0.1657,2761445.82
2020-10-21 17:00,0.1657,0.1703,1192006.57
2020-10-22 17:00,0.1703,0.166,969469.25
2020-10-23 17:00,0.166,0.1666,1531896.53
2020-10-24 17:00,0.1666,0.1642,1222524.24
2020-10-25 17:00,0.1642,0.157,1557405.5
2020-10-26 17:00,0.157,0.1554,1710566.47
2020-10-27 17:00,0.1554,0.1452,1153510.72
2020-10-28 17:00,0.1452,0.1334,1220207.71
2020-10-29 17:00,0.1334,0.1281,1815899.93
2020-10-30 17:00,0.1281,0.1427,2100374.49
2020-10-31 17:00,0.1427,0.149,2982106.95
2020-11-01 16:00,0.149,0.1394,1112418.19
2020-11-02 16:00,0.1394,0.1314,452981.35
2020-11-03 16:00,0.1314,0.1244,550963.51
2020-11-04 16:00,0.1244,0.1207,765158.15
2020-11-05 16:00,0.1207,0.1381,641296.21
2020-11-06 16:00,0.1381,0.1441,1102837.17
2020-11-07 16:00,0.1441,0.1561,785191.52
2020-11-08 16:00,0.1561,0.1564,1502999.76
2020-11-09 16:00,0.1564,0.2165,13470748.83
2020-11-10 16:00,0.2165,0.1857,15205064.91
2020-11-11 16:00,0.1857,0.179,4426968.79
2020-11-12 16:00,0.179,0.1905,2895773.72
2020-11-13 16:00,0.1905,0.1787,2129008.24
2020-11-14 16:00,0.1787,0.1769,2396248.38
2020-11-15 16:00,0.1769,0.1848,1622955.47
2020-11-16 16:00,0.1848,0.1853,1585150.11
2020-11-17 16:00,0.1853,0.1772,1667096.34
2020-11-18 16:00,0.1772,0.1765,2910675.88
2020-11-19 16:00,0.1765,0.1873,2936563.38
2020-11-20 16:00,0.1873,0.1988,4095093.83
2020-11-21 16:00,0.1988,0.1887,2089259.84
2020-11-22 16:00,0.1887,0.1977,2662869.08
2020-11-23 16:00,0.1977,0.2248,7636434.43
2020-11-24 16:00,0.2248,0.2096,5694784.62
2020-11-25 16:00,0.2096,0.1907,3979003.13
2020-11-26 16:00,0.1907,0.187,1329327.4
2020-11-27 16:00,0.187,0.1907,2650192.83
2020-11-28 16:00,0.1907,0.1961,1316293.23
2020-11-29 16:00,0.1961,0.2015,1643163.16
2020-11-30 16:00,0.2015,0.189,2528904.49
2020-12-01 16:00,0.189,0.2001,1887485.38
2020-12-02 16:00,0.2001,0.1988,1030875.99
2020-12-03 16:00,0.1988,0.1811,2189774.27
2020-12-04 16:00,0.1811,0.1941,1201626.58
2020-12-05 16:00,0.1941,0.1889,1188669.79
2020-12-06 16:00,0.1889,0.1844,640302.9
2020-12-07 16:00,0.1844,0.1843,8893255.97
2020-12-08 16:00,0.1843,0.1871,9451221.27
2020-12-09 16:00,0.1871,0.1741,2066065.1
2020-12-10 16:00,0.1741,0.1667,2166024.84
2020-12-11 16:00,0.1667,0.1787,2192928.8
2020-12-12 16:00,0.1787,0.1782,1505458.55
2020-12-13 16:00,0.1782,0.1775,948749.83
2020-12-14 16:00,0.1775,0.1722,969474.38
2020-12-15 16:00,0.1722,0.174,2495787.45
2020-12-16 16:00,0.174,0.1716,2191162.0
2020-12-17 16:00,0.1716,0.1731,1342881.4
2020-12-18 16:00,0.1731,0.1722,1486478.14
2020-12-19 16:00,0.1722,0.1719,1782617.31
2020-12-20 16:00,0.1719,0.1608,2096158.37
2020-12-21 16:00,0.1608,0.1643,1938537.86
2020-12-22 16:00,0.1643,0.1414,2140477.64
2020-12-23 16:00,0.1414,0.1495,1712197.93
2020-12-24 16:00,0.1495,0.1523,1540238.46
2020-12-25 16:00,0.1523,0.1521,1179997.2
2020-12-26 16:00,0.1521,0.1609,1674170.38
2020-12-27 16:00,0.1609,0.1759,6574701.47
2020-12-28 16:00,0.1759,0.1838,7075291.46
2020-12-29 16:00,0.1838,0.1796,8669138.77
2020-12-30 16:00,0.1796,0.1697,2423336.12
2020-12-31 16:00,0.1697,0.176,2649648.1
2021-01-01 16:00,0.176,0.1756,1350045.35
2021-01-02 16:00,0.1756,0.2931,23763412.87
2021-01-03 16:00,0.2931,0.3637,97862428.59
2021-01-04 16:00,0.3637,0.4818,222310323.33
2021-01-05 16:00,0.4818,0.4055,104100744.6
2021-01-06 16:00,0.4055,0.3702,41826812.35
2021-01-07 16:00,0.3702,0.3504,21686954.95
2021-01-08 16:00,0.3504,0.3865,42415916.35
2021-01-09 16:00,0.3865,0.3518,17682646.94
2021-01-10 16:00,0.3518,0.3138,20211668.65
2021-01-11 16:00,0.3138,0.3234,14114696.12
2021-01-12 16:00,0.3234,0.4181,17633005.59
2021-01-13 16:00,0.4181,0.4049,30417765.03
2021-01-14 16:00,0.4049,0.3867,15343438.02
2021-01-15 16:00,0.3867,0.3881,11235706.44
2021-01-16 16:00,0.3881,0.4229,16592994.36
2021-01-17 16:00,0.4229,0.4136,12274773.19
2021-01-18 16:00,0.4136,0.4667,43621229.83
2021-01-19 16:00,0.4667,0.4562,23376886.99
2021-01-20 16:00,0.4562,0.3679,13487499.92
2021-01-21 16:00,0.3679,0.399,12662912.32
2021-01-22 16:00,0.399,0.4056,8818396.69
2021-01-23 16:00,0.4056,0.4202,8076922.7
2021-01-24 16:00,0.4202,0.4186,15506917.13
2021-01-25 16:00,0.4186,0.4355,8798178.78
2021-01-26 16:00,0.4355,0.3981,12112542.89
2021-01-27 16:00,0.3981,0.4493,12576376.14
2021-01-28 16:00,0.4493,0.446,13721997.22
2021-01-29 16:00,0.446,0.5016,17308716.96
2021-01-30 16:00,0.5016,0.4943,24668009.87
2021-01-31 16:00,0.4943,0.536,15810679.24
2021-02-01 16:00,0.536,0.5384,11021676.58
2021-02-02 16:00,0.5384,0.5665,11546789.34
2021-02-03 16:00,0.5665,0.5399,14486134.04
2021-02-04 16:00,0.5399,0.7353,68285291.78
2021-02-05 16:00,0.7353,0.6563,23511884.96
2021-02-06 16:00,0.6563,0.6315,14057815.47
2021-02-07 16:00,0.6315,0.6661,15342433.27
2021-02-08 16:00,0.6661,0.6957,12372979.71
2021-02-09 16:00,0.6957,0.6922,19473934.87
2021-02-10 16:00,0.6922,0.7516,23164859.81
2021-02-11 16:00,0.7516,0.8209,40229033.35
2021-02-12 16:00,0.8209,0.831,27422015.82
2021-02-13 16:00,0.831,0.7735,14707108.98
2021-02-14 16:00,0.7735,0.7183,19318483.94
2021-02-15 16:00,0.7183,0.6969,13457910.74
2021-02-16 16:00,0.6969,0.76,16695911.16
2021-02-17 16:00,0.76,0.7617,18719397.34
2021-02-18 16:00,0.7617,0.7395,16827823.79
2021-02-19 16:00,0.7395,0.7104,17995924.65
2021-02-20 16:00,0.7104,0.7725,26768845.58
2021-02-21 16:00,0.7725,0.6819,28646273.24
2021-02-22 16:00,0.6819,0.57,30961079.61
2021-02-23 16:00,0.57,0.5854,13630224.98
2021-02-24 16:00,0.5854,0.5346,7181020.26
2021-02-25 16:00,0.5346,0.5111,8006340.29
2021-02-26 16:00,0.5111,0.5398,7276036.26
2021-02-27 16:00,0.5398,0.5194,9219975.84
2021-02-28 16:00,0.5194,0.5962,9157980.16
2021-03-01 16:00,0.5962,0.5686,10547162.66
2021-03-02 16:00,0.5686,0.5761,7607261.86
2021-03-03 16:00,0.5761,0.5434,7326912.88
2021-03-04 16:00,0.5434,0.5711,8907672.03
2021-03-05 16:00,0.5711,0.5861,4866923.7
2021-03-06 16:00,0.5861,0.5702,5126780.59
2021-03-07 16:00,0.5702,0.5918,8533637.91
2021-03-08 16:00,0.5918,0.6195,11106948.73
2021-03-09 16:00,0.6195,0.5721,9437349.49
2021-03-10 16:00,0.5721,0.5586,9796265.81
2021-03-11 16:00,0.5586,0.5268,8458213.12
2021-03-12 16:00,0.5268,0.5703,11523066.34
2021-03-13 16:00,0.5703,0.5416,5608875.12
2021-03-14 17:00,0.5416,0.5624,9863823.93
2021-03-15 17:00,0.5624,0.5448,7425767.4
2021-03-16 17:00,0.5448,0.6288,17331885.48
2021-03-17 17:00,0.6288,0.5922,8599196.3
2021-03-18 17:00,0.5922,0.585,7373384.71
2021-03-19 17:00,0.585,0.5788,7192430.02
2021-03-20 17:00,0.5788,0.5563,8840073.05
2021-03-21 17:00,0.5563,0.5205,7948278.92
2021-03-22 17:00,0.5205,0.5197,5637527.65
2021-03-23 17:00,0.5197,0.4685,6143216.64
2021-03-24 17:00,0.4685,0.4484,8197595.89
2021-03-25 17:00,0.4484,0.5017,6271063.21
2021-03-26 17:00,0.5017,0.4859,6634535.56
2021-03-27 17:00,0.4859,0.4909,8924792.72
2021-03-28 17:00,0.4909,0.5377,13261946.52
2021-03-29 17:00,0.5377,0.549,6542766.17
2021-03-30 17:00,0.549,0.5491,9212298.84
2021-03-31 17:00,0.5491,0.5357,7441620.8
2021-04-01 17:00,0.5357,0.57,7774341.9
2021-04-02 17:00,0.57,0.527,9110333.16
2021-04-03 17:00,0.527,0.5711,6194599.91
2021-04-04 17:00,0.5711,0.5881,8687207.21
2021-04-05 17:00,0.5881,0.572,7785414.89
